stock_permalink,stock_id,quarter_id,quarter_description,net_buys,average_ranking,market_cap_13f,held_by,total_shares,name,put_call_ratio,sell_buy_ratio,closing_price,avg_short_volume,total_volume,high,low,open
sbe,212235,74,2019-04-03,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-04,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-05,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-08,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-09,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-10,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-11,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-12,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-15,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-16,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-17,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-18,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-22,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-23,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-24,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-25,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-26,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-29,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-04-30,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-01,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-02,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-03,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-06,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-07,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-08,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-09,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-10,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-13,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-14,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-15,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-16,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-17,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-20,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-21,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-22,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-23,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-24,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-28,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-29,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-30,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-05-31,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-03,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-04,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-05,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-06,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-07,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-10,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-11,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-12,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-13,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-14,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-17,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-18,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-19,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-20,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-21,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-24,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-25,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-26,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-27,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,74,2019-06-28,0,1262,70000,1,2008,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-01,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-02,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-03,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-05,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-08,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-09,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-10,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-11,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-12,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-15,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-16,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-17,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-18,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-19,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-22,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-23,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-24,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-25,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-26,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-29,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-30,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-07-31,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-01,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-02,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-05,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-06,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-07,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-08,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-09,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-12,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-13,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-14,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-15,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-16,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-19,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-20,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-21,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-22,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-23,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-26,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-27,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-28,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-29,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-08-30,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-03,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-04,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-05,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-06,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-09,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-10,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-11,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-12,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-13,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-16,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,9.76,0,600,9,9.65,9.65
sbe,212235,75,2019-09-17,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-18,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,9.72,0,200,9,9.69,9.69
sbe,212235,75,2019-09-19,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-20,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,9.85,0,911,9,9.84,9.84
sbe,212235,75,2019-09-23,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-24,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-25,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,75,2019-09-26,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,9.85,0,811,9,9.85,9.85
sbe,212235,75,2019-09-27,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,9.66,0,25000,9,9.66,9.7
sbe,212235,75,2019-09-30,9,218,65864000,11,6777814,"CHARGEPOINT HOLDINGS INC",,,9.71,0,800,9,9.685,9.685
sbe,212235,76,2019-10-01,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-02,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-03,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-04,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-07,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.68,0,186900,9,9.68,9.68
sbe,212235,76,2019-10-08,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-09,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-10,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.65,0,450492,9,9.63,9.66
sbe,212235,76,2019-10-11,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.7,80000,130000,9,9.7,9.7
sbe,212235,76,2019-10-14,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-15,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.735,2600,4200,9,9.735,9.735
sbe,212235,76,2019-10-16,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.75,0,100,9,9.75,9.75
sbe,212235,76,2019-10-17,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.71,5,5,9,9.7,9.7
sbe,212235,76,2019-10-18,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-21,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.75,9,2,9,9.72,9.75
sbe,212235,76,2019-10-22,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-23,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.75,0,602,9,9.74,9.74
sbe,212235,76,2019-10-24,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.75,0,9,9,9.74,9.74
sbe,212235,76,2019-10-25,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-28,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-29,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-30,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-10-31,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.73,0,1102781,9,9.72,9.72
sbe,212235,76,2019-11-01,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-04,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.73,0,20000,9,9.73,9.73
sbe,212235,76,2019-11-05,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.74,784,285984,9,9.72,9.73
sbe,212235,76,2019-11-06,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.72,0,43811,9,9.72,9.72
sbe,212235,76,2019-11-07,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.72,0,286900,9,9.72,9.72
sbe,212235,76,2019-11-08,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-11,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-12,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.74,0,250000,9,9.74,9.74
sbe,212235,76,2019-11-13,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-14,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.77,0,1100838,9,9.7,9.7
sbe,212235,76,2019-11-15,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.77,0,369,9,9.77,9.77
sbe,212235,76,2019-11-18,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.79,0,23977,9,9.77,9.77
sbe,212235,76,2019-11-19,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-20,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.79,0,307,9,9.7,9.7
sbe,212235,76,2019-11-21,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-22,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-25,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-26,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-27,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-11-29,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,9.76,0,45,9,9.76,9.76
sbe,212235,76,2019-12-02,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-12-03,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
sbe,212235,76,2019-12-04,18,659,148805000,29,15169596,"CHARGEPOINT HOLDINGS INC",,,,,,,,
