stock_permalink,stock_id,quarter_id,quarter_description,net_buys,average_ranking,market_cap_13f,held_by,total_shares,name,put_call_ratio,sell_buy_ratio,closing_price,avg_short_volume,total_volume,high,low,open
true,167680,54,2014-05-08,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,8.85,0,11658300,9,8.84,8.9
true,167680,54,2014-05-09,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,8.7,0,11017800,8,8.6,8.6
true,167680,54,2014-05-12,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,8.78,0,12612900,8,8.6,8.84
true,167680,54,2014-05-13,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,8.71,0,9717900,8,8.65,8.78
true,167680,54,2014-05-14,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,8.54,0,9652800,8,8.47,8.56
true,167680,54,2014-05-15,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,8.43,0,10265700,8,8.22,8.53
true,167680,54,2014-05-16,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,10.06,657761,6568800,10,9.59,9.7
true,167680,54,2014-05-19,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,9.9,112406,888100,10,9.5,10.4
true,167680,54,2014-05-20,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,9.5,28916,398800,9,9.5,9.76
true,167680,54,2014-05-21,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,9.625,45683,264300,9,9.5,9.51
true,167680,54,2014-05-22,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,9.31,49587,459400,9,9.21,9.75
true,167680,54,2014-05-23,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,9.22,43701,226500,9,9.05,9.31
true,167680,54,2014-05-27,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,10.2,123644,546700,10,9.351,9.65
true,167680,54,2014-05-28,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,10.44,87365,397100,10,10.25,10.53
true,167680,54,2014-05-29,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,10.56,104102,548700,11,10.5,10.88
true,167680,54,2014-05-30,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,10.96,72544,322200,11,10.82,11.5
true,167680,54,2014-06-02,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,11.25,83241,301300,11,11,11.05
true,167680,54,2014-06-03,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,12.22,105828,401700,12,11.35,11.87
true,167680,54,2014-06-04,55,2375,328948171,56,22258190,"TRUECAR INC",0.3034379671151,,12.08,142985,627900,13,11.65,12.19
